,timesteps,ep_reward,num_updates,episodes
182,17,-30.158633791385252,0,182
183,190,-332.99274008964056,1,183
184,21,-37.30925981788843,0,184
185,200,-378.3352481012443,0,185
186,104,-179.08932011460547,0,186
187,26,-55.960766981489044,0,187
188,51,-65.83319854164328,0,188
189,24,-44.675919455345166,0,189
190,19,-34.67835195778455,0,190
191,30,-45.7874728235311,0,191
192,200,-358.2755391484537,0,192
193,26,-37.18534601298584,0,193
194,19,-36.52083011073309,0,194
195,200,-353.2299008708376,0,195
196,16,-27.079296951132346,0,196
197,19,-35.03226344672248,0,197
198,16,-25.125061097346947,0,198
199,29,-54.47265710617871,0,199
200,19,-32.16505615403594,0,200
201,19,-31.472857425054485,0,201
202,31,-60.88694291676898,0,202
203,23,-39.1032535784485,0,203
204,143,-232.51211860802397,0,204
205,14,-24.712735414082896,0,205
206,25,-44.10825007852508,0,206
207,200,-351.70408627437877,0,207
208,200,-354.0618039008574,0,208
209,48,-69.28198467975056,0,209
210,22,-40.45892006704988,0,210
211,17,-29.682472671855958,0,211
212,23,-40.33443475383986,0,212
213,16,-27.50388311682083,0,213
214,24,-43.6865482880589,0,214
215,200,-373.9539305480662,1,215
216,162,-282.3942582348205,0,216
217,25,-40.250625592194204,0,217
218,96,-169.54456142930772,0,218
219,21,-37.40202197137336,0,219
220,200,-353.78033260070146,0,220
221,24,-32.50912906951525,0,221
222,200,-375.7577065097476,0,222
223,18,-26.923592495414134,0,223
224,20,-31.797905483244353,0,224
225,18,-33.9335118534165,0,225
226,18,-29.556490856292047,0,226
227,17,-28.71517182243323,0,227
228,21,-34.9654568207802,0,228
229,24,-46.51258465288691,0,229
230,106,-183.7242866119868,0,230
231,18,-27.465855768832228,0,231
232,94,-171.68811074146439,0,232
233,166,-304.5397766998277,0,233
234,200,-386.7323401857846,0,234
235,21,-39.83690090371854,0,235
236,107,-184.09067963138762,0,236
237,21,-40.58562808676439,0,237
238,16,-25.799971694922824,0,238
239,156,-279.98394997294577,0,239
240,103,-201.42760513081777,1,240
241,17,-27.51789399620179,0,241
242,17,-30.807775005775614,0,242
243,18,-32.54451872539991,0,243
244,16,-26.951900797255224,0,244
245,21,-30.186451893113553,0,245
246,101,-175.47398712267457,0,246
247,18,-33.23868206325353,0,247
248,142,-236.891099422684,0,248
249,15,-25.88245953395924,0,249
250,14,-24.37244585680298,0,250
251,26,-42.44280443217868,0,251
252,20,-39.77845350066081,0,252
253,125,-204.3067505730894,0,253
254,18,-26.092344797504055,0,254
255,18,-26.246516336671007,0,255
256,106,-178.13531585168946,0,256
257,105,-184.47243660746014,0,257
258,96,-169.28328768489436,0,258
259,130,-220.408963476998,0,259
260,200,-367.23409558765513,0,260
261,18,-30.451497686222467,0,261
262,173,-321.8123563897145,0,262
263,20,-34.05221109112758,0,263
264,20,-30.942473927025155,0,264
265,97,-160.80721629949213,0,265
266,15,-24.329376830947226,0,266
267,102,-202.0591671404191,0,267
268,16,-27.083876253312727,0,268
269,15,-27.082068651460084,0,269
270,25,-45.59560494366818,0,270
271,19,-32.97063965597265,0,271
272,20,-33.07388853899819,0,272
273,58,-76.91541147029915,0,273
274,17,-28.60893064091634,0,274
275,21,-30.293819669024444,0,275
276,29,-36.161299777841805,0,276
277,57,-87.06352450038632,0,277
278,91,-163.8320045690727,1,278
279,16,-29.951673652798956,0,279
280,18,-31.91970174801561,0,280
281,15,-24.661023844964866,0,281
282,19,-36.13209805418448,0,282
283,106,-177.04497162763312,0,283
284,16,-24.97601666914608,0,284
285,19,-33.911246237236895,0,285
286,15,-24.99757702935834,0,286
287,14,-24.41078275229514,0,287
288,163,-297.4481142799339,0,288
289,16,-26.743851036928156,0,289
290,18,-27.78264205744773,0,290
291,25,-45.92992780066484,0,291
292,23,-36.556507514547,0,292
293,93,-162.6808685324398,0,293
294,22,-38.91073348684934,0,294
295,16,-26.013012615069464,0,295
296,17,-31.61690378702679,0,296
297,88,-172.84422884625747,0,297
298,102,-183.03999927908094,0,298
299,23,-37.94125080122233,0,299
300,18,-28.732397835358285,0,300
301,97,-177.0543739758474,0,301
302,20,-32.93987082741417,0,302
303,15,-23.518285900059357,0,303
304,17,-25.688087881196573,0,304
305,23,-35.5571173189276,0,305
306,21,-40.38985246096176,0,306
307,95,-170.41180675392843,0,307
308,97,-166.46066674069712,0,308
309,16,-25.16255881716829,0,309
310,14,-24.96296393714176,0,310
311,18,-28.38808037715408,0,311
312,164,-312.8786349160602,0,312
313,16,-26.57475356437251,0,313
314,17,-26.27561919346506,0,314
315,54,-73.89741565670646,0,315
316,17,-30.18901916509407,0,316
317,14,-23.55431881873945,0,317
318,15,-24.885745077032393,0,318
319,15,-26.34371158024482,0,319
320,16,-27.252443988529027,0,320
321,18,-33.71806103628984,0,321
322,15,-27.544066358007655,0,322
323,18,-28.626141313274363,0,323
324,14,-24.932722840366115,0,324
325,161,-283.5326046130536,0,325
326,20,-29.191584265363662,0,326
327,21,-32.192105387503105,0,327
328,16,-26.983282766865194,0,328
329,16,-29.832973950183465,0,329
330,15,-26.166102477279654,1,330
331,44,-58.83415230624152,0,331
332,20,-28.825502078992326,0,332
333,17,-28.308234435211734,0,333
334,18,-32.29049976818999,0,334
335,16,-25.79547096709638,0,335
336,16,-25.50464690982262,0,336
337,16,-26.893757634312543,0,337
338,22,-42.54485629759112,0,338
339,21,-32.12326026148648,0,339
340,19,-35.57231834196702,0,340
341,15,-24.798706598287087,0,341
342,15,-25.804749928175337,0,342
343,17,-30.070155058318537,0,343
344,18,-29.03891755296237,0,344
345,17,-32.73826586554623,0,345
346,16,-27.164813091024655,0,346
347,15,-25.570372118726503,0,347
348,17,-30.244308090339214,0,348
349,17,-30.782660415391845,0,349
350,19,-29.34920098160039,0,350
351,25,-48.130399873457115,0,351
352,15,-25.45279080423503,0,352
353,87,-146.45924334747278,0,353
354,46,-60.262363720457955,0,354
355,18,-30.567907910604813,0,355
356,18,-29.73843219940551,0,356
357,19,-32.92112348853639,0,357
358,200,-378.0518303560333,0,358
359,15,-24.068376595350387,0,359
360,20,-37.14780078512098,0,360
361,20,-35.30206988936717,0,361
362,15,-25.467610910930958,0,362
363,56,-73.24992365764666,0,363
364,45,-57.39970381780354,0,364
365,17,-25.732206167957226,0,365
366,132,-200.2903635485605,0,366
367,17,-29.458365806247635,0,367
368,21,-35.76603186165007,0,368
369,141,-237.3688605883044,0,369
370,21,-34.67793723458081,0,370
371,23,-40.50589232432549,0,371
372,21,-41.209014914158786,0,372
373,17,-27.730028590342773,0,373
374,182,-315.12321874471587,0,374
375,21,-35.20681589470691,0,375
376,93,-160.7979470548522,0,376
377,21,-32.488413241073125,0,377
378,90,-166.7920921804425,0,378
379,16,-27.90875959762568,0,379
380,16,-29.704128259348604,0,380
381,94,-163.34064836162352,0,381
382,100,-162.28534713880728,1,382
383,17,-28.408814566245905,0,383
384,17,-29.957445654163468,0,384
385,18,-30.586441801722554,0,385
386,17,-31.101838670201804,0,386
387,16,-26.793839483960692,0,387
388,16,-27.253880105044065,0,388
389,108,-192.7527739743051,0,389
390,16,-26.077319552808248,0,390
391,15,-25.777698142970632,0,391
392,165,-292.5083211475376,0,392
393,90,-170.22135076928174,0,393
394,16,-27.069173848446916,0,394
395,90,-164.0665113606061,0,395
396,15,-24.704891052105456,0,396
397,93,-168.60480585986772,0,397
398,18,-32.70859747741745,0,398
399,14,-24.92557666986991,0,399
400,17,-28.681643215570315,0,400
401,19,-33.61580765746785,0,401
402,15,-26.032629712975535,0,402
403,14,-23.70485990664246,0,403
404,16,-26.158825372689783,0,404
405,20,-33.74179176002684,0,405
406,15,-24.23031535188562,0,406
407,17,-30.954998892449634,0,407
408,19,-29.464578378232442,0,408
409,16,-29.54055061864839,0,409
410,14,-23.551423436435062,0,410
411,25,-49.646560409268524,0,411
412,16,-27.74503221250423,0,412
413,200,-335.2115105817076,0,413
414,15,-24.74438628393865,0,414
415,15,-25.2017787466327,0,415
416,17,-29.254013016021826,0,416
417,125,-201.25085799648008,0,417
418,16,-27.657702228202425,0,418
419,16,-29.42111129435017,0,419
420,20,-33.24961765395034,0,420
421,16,-25.997340055724223,0,421
422,16,-27.843091746816324,0,422
423,18,-30.29934386656997,0,423
424,15,-24.624515540654848,0,424
425,16,-26.175171522813745,0,425
426,16,-26.68499060665141,0,426
427,164,-288.7529670745955,0,427
428,16,-27.340325536415605,0,428
429,17,-28.52935899772077,0,429
430,14,-24.513506897240163,0,430
431,18,-30.387106336640674,0,431
432,18,-31.223494891326517,0,432
433,16,-29.095051700976434,0,433
434,16,-26.410031172975128,0,434
435,91,-168.66763449172407,0,435
436,15,-25.082294113938474,0,436
437,42,-55.02240761380092,0,437
438,16,-26.271929071672798,0,438
439,16,-26.32368623295409,0,439
440,17,-28.739075765077224,0,440
441,18,-30.206962863279283,1,441
442,97,-169.7356900397445,0,442
443,18,-30.778158053251815,0,443
444,14,-23.466692961849734,0,444
445,129,-205.0291107372034,0,445
446,161,-301.78099374710064,0,446
447,15,-25.79339332987518,0,447
448,20,-33.666991547802255,0,448
449,16,-26.234859272288137,0,449
450,15,-26.486015050340626,0,450
451,19,-35.40712057926051,0,451
452,16,-26.663688705667496,0,452
453,16,-27.471739825821064,0,453
454,15,-24.79072272211637,0,454
455,16,-25.99087235007946,0,455
456,16,-28.159603060233746,0,456
457,15,-25.358393156760382,0,457
458,16,-24.677762211387574,0,458
459,24,-41.23061528612735,0,459
460,111,-173.0006298639697,0,460
461,19,-30.06066073952125,0,461
462,16,-29.519760854365668,0,462
463,200,-369.13443313604506,0,463
464,17,-30.42864290285529,0,464
465,18,-30.71369709604213,0,465
466,19,-29.151994032948114,0,466
467,15,-26.99374949065969,0,467
468,17,-29.79122117271546,0,468
469,18,-32.86678076384502,0,469
470,17,-28.443766117807076,0,470
471,15,-24.08069669152475,0,471
472,19,-29.826514381223518,0,472
473,19,-29.185341738266278,0,473
474,15,-23.841913048735663,0,474
475,14,-23.111591333788454,0,475
476,15,-23.44817849740796,0,476
477,15,-25.238369324998406,0,477
478,16,-25.052908542357383,0,478
479,17,-30.494509641258546,0,479
480,21,-44.30888821555425,0,480
481,15,-26.571256388390545,0,481
482,15,-24.882846303388703,0,482
483,14,-24.212736067432214,0,483
484,17,-28.197806215771074,0,484
485,17,-31.04078190153797,0,485
486,15,-24.64296187251076,0,486
487,15,-23.966298763581882,0,487
488,15,-24.555679295743698,0,488
489,19,-28.57936972549742,0,489
490,16,-26.450943293728468,0,490
491,15,-24.733138964249143,0,491
492,15,-24.477237024262607,0,492
493,16,-26.700462956312126,0,493
494,14,-23.887935859729478,0,494
495,16,-27.503310743136897,0,495
496,15,-23.031131510621584,0,496
497,14,-23.859470270462513,0,497
498,14,-24.561373096663917,0,498
499,21,-31.39101249993969,0,499
500,97,-172.51722477576968,0,500
