,episode_length,ep_reward,episodes,total_step,average_return
0,20,0.0,99,2000,0.21
1,20,0.0,199,4000,0.1
2,20,0.0,299,6000,0.21
3,20,1.0,399,8000,0.33
4,20,1.0,499,10000,0.39
5,20,1.0,599,12000,0.3
6,20,0.0,699,14000,0.29
7,20,0.0,799,16000,0.26
8,20,0.0,899,18000,0.34
9,20,1.0,999,20000,0.33
